Juistheid;Maximale afwijking;Gemiddelde absolute afwijking;onderwerp;vensterlengte;verschuiving
0,9483556100386515;1,9251234567901232;0,6445438330608082;Ziekteverzuim;6;1
0,9491697373663034;1,91813131313131;0,6418122461674022;Ziekteverzuim;6;2
0,950290460213165;1,9085042735042723;0,6379849775328851;Ziekteverzuim;6;3
0,9517311557775244;1,8961481481481481;0,6329626154317166;Ziekteverzuim;6;4
0,9534557587987843;1,881405228758176;0,6269116804064658;Ziekteverzuim;6;5
0,9553124075502155;1,8655263158014908;0,6203878678389851;Ziekteverzuim;6;6
0,9572403479051226;1,8491005363377209;0,6142003335604359;Ziekteverzuim;6;7
0,967665512047847;1,7573431329665148;0,5987449292401068;Ziekteverzuim;6;14
0,9780646141756822;1,6812265287271355;0,5762370416239126;Ziekteverzuim;6;21
0,9915281999195396;1,5390388702327282;0,5796109548458245;Ziekteverzuim;6;28
1,0474896799725368;1,723079989711934;0,7220615698461017;Ziekteverzuim;6;73
0,9940649906848188;1,0649999999999995;0,24904566210045664;Ziekteverzuim;6;365
1,0008221170398623;0,6916666666666664;0,2533470319634703;Ziekteverzuim;6;730
0,9501111104033685;1,9101632653061227;0,6383600158525424;Ziekteverzuim;7;1
0,951303724818292;1,8998979591836722;0,6345249192017761;Ziekteverzuim;7;2
0,9527916766473068;1,8871137026239087;0,6295967252698819;Ziekteverzuim;7;3
0,9544859726259597;1,8726020408163286;0,6239217668304348;Ziekteverzuim;7;4
0,9562703969214474;1,8573469387755104;0,6179797115954545;Ziekteverzuim;7;5
0,9580752236927306;1,8419183673467856;0,6119976175696841;Ziekteverzuim;7;6
0,9598577791647493;1,8267532464481473;0,6070448508645905;Ziekteverzuim;7;7
0,9695633552151361;1,746574113773363;0,5931497619447379;Ziekteverzuim;7;14
0,981073848121001;1,6898233612998457;0,5726873515649901;Ziekteverzuim;7;21
0,9932213865920064;1,593750473348047;0,5768272152195993;Ziekteverzuim;7;28
1,0488021143231319;1,6806592491223906;0,7293156846747646;Ziekteverzuim;7;73
0,9941056713434863;1,0542857142857143;0,24506066536203525;Ziekteverzuim;7;365
1,0008991115068337;0,7000000000000002;0,25232876712328767;Ziekteverzuim;7;730
0,9692353452417385;1,7472569027611051;0,5879568650328483;Ziekteverzuim;14;1
0,9703299019087644;1,7377765843179382;0,5856422052603851;Ziekteverzuim;14;2
0,9715052422812078;1,7276287657920353;0,5832609270768945;Ziekteverzuim;14;3
0,9727570722154572;1,7168456078083416;0,580960826071773;Ziekteverzuim;14;4
0,974082577600078;1,7054489795918393;0,5786840468902532;Ziekteverzuim;14;5
0,9754687246915885;1,6935147392290535;0,5762936332594005;Ziekteverzuim;14;6
0,9769165901933258;1,6810872624905464;0,5748486986598874;Ziekteverzuim;14;7
0,9875483500595852;1,5900032490997233;0,5670413349341941;Ziekteverzuim;14;14
0,9979290945798175;1,4994760435843393;0,5613307542565935;Ziekteverzuim;14;21
1,0088386759515058;1,4006175795265055;0,5681802108811602;Ziekteverzuim;14;28
1,0546969283201868;1,342376260635449;0,7587217348589264;Ziekteverzuim;14;73
0,9943879077776361;0,9578571428571419;0,23213698630136992;Ziekteverzuim;14;365
1,0013463689179536;0,7628571428571416;0,2569158512720156;Ziekteverzuim;14;730
0,9868467787787256;1,5975264550264594;0,5672562310291873;Ziekteverzuim;21;1
0,9879421506279772;1,5878213849643075;0,5660075018424635;Ziekteverzuim;21;2
0,9891060229670263;1,5775720764493304;0,5649167177102499;Ziekteverzuim;21;3
0,9903267855798803;1,5668571428581508;0,5638754620877092;Ziekteverzuim;21;4
0,9916031774422044;1,5556944444406806;0,5630018004562248;Ziekteverzuim;21;5
0,9929353890153563;1,5440949713364844;0,5621877752570525;Ziekteverzuim;21;6
0,9943146580067228;1,5321327789829624;0,5615555917028187;Ziekteverzuim;21;7
1,0046379876928677;1,4437862147909986;0,5610182335136273;Ziekteverzuim;21;14
1,0153328631997383;1,351958873155656;0,5666820515911097;Ziekteverzuim;21;21
1,026356360918376;1,250547112427741;0,584034966390991;Ziekteverzuim;21;28
1,0571491907060158;1,3536255885934256;0,747909932942671;Ziekteverzuim;21;73
0,9944590031660432;0,9361904761904754;0,24775081539465102;Ziekteverzuim;21;365
1,0015711467946622;0,682380952380953;0,2823196347031964;Ziekteverzuim;21;730
1,005856477270196;1,436015470718507;0,5626029370360123;Ziekteverzuim;28;1
1,007031483821249;1,425570500880852;0,5625755158761735;Ziekteverzuim;28;2
1,008250000435884;1,4148046648297488;0,5628307337846812;Ziekteverzuim;28;3
1,0095008109244497;1,4038099833791389;0,5633409604044354;Ziekteverzuim;28;4
1,0107735156563724;1,3926589478019888;0,5640136781034085;Ziekteverzuim;28;5
1,0120599663083996;1,381391240469977;0,5649069499811655;Ziekteverzuim;28;6
1,013360034598884;1,3700189850833038;0,5659364304478001;Ziekteverzuim;28;7
1,022716324862481;1,2881165276962978;0,5755646759429331;Ziekteverzuim;28;14
1,0322300698772549;1,2061927016329257;0,5938729337842159;Ziekteverzuim;28;21
1,0407089767741233;1,1351307670240356;0,6170940510564461;Ziekteverzuim;28;28
1,0585679170876008;1,0999193125911084;0,7021911857600995;Ziekteverzuim;28;73
0,994402042582767;0,878214285714285;0,2715724070450098;Ziekteverzuim;28;365
1,0018333876508223;0,7582142857142848;0,30380430528375735;Ziekteverzuim;28;730
1,0616488938853135;0,9608500598482994;0,6936625458209098;Ziekteverzuim;73;1
1,0616404571151181;0,9604479297308153;0,6933852080442325;Ziekteverzuim;73;2
1,0616404141763194;0,9600134287120898;0,6931656207628119;Ziekteverzuim;73;3
1,0616489375271887;0,9595510301251284;0,6930130552910835;Ziekteverzuim;73;4
1,0616648283442345;0,9590670031384114;0,6929155003214659;Ziekteverzuim;73;5
1,061686915212047;0,9585669379062445;0,692864504533903;Ziekteverzuim;73;6
1,061714922057998;0,9580573713273317;0,6928595981398966;Ziekteverzuim;73;7
1,0620042798955598;0,9547646396890404;0,6936986189908781;Ziekteverzuim;73;14
1,0623132762146559;0,9522831823386344;0,6950509603635118;Ziekteverzuim;73;21
1,0626280714383987;0,9504293207642966;0,69690312975984;Ziekteverzuim;73;28
1,0612671521020636;0,9749203355805207;0,6938135252627246;Ziekteverzuim;73;73
0,9937865732769798;0,9575342465753431;0,3894723212610245;Ziekteverzuim;73;365
1,0030838149457135;0,9338356164383548;0,44546781760180143;Ziekteverzuim;73;730
0,9940295414945033;1,5362761840203287;0,562894139704592;Ziekteverzuim;365;1
0,9940325647967836;1,5362930621071627;0,5628939956445371;Ziekteverzuim;365;2
0,9940358914296068;1,5363047584361027;0,5628962631541667;Ziekteverzuim;365;3
0,9940394899143484;1,5363139145937517;0,5629008652678194;Ziekteverzuim;365;4
0,9940433883943403;1,5363214895570039;0,5629081235829874;Ziekteverzuim;365;5
0,9940475031628823;1,5363307895183667;0,5629173233818394;Ziekteverzuim;365;6
0,9940519313797888;1,5363403635129362;0,5629294009029083;Ziekteverzuim;365;7
0,9940904772453913;1,5363125185461382;0,5630896224954959;Ziekteverzuim;365;14
0,9941307654626558;1,5359552679679407;0,5632906874794341;Ziekteverzuim;365;21
0,9941674234260172;1,5354488051536155;0,5634733435225495;Ziekteverzuim;365;28
0,9943726222355349;1,5327244852310162;0,5642255786996994;Ziekteverzuim;365;73
0,9944583718040668;1,5438630136986298;0,5655404766372678;Ziekteverzuim;365;365
1,004419284054032;1,4512602739726024;0,5723264402326892;Ziekteverzuim;365;730
